GP_name,quali_pos,constructor,driver,position,driver_confidence,constructor_relaiblity,active_driver,active_constructor,dob
Circuit of the Americas,11,Renault,Carlos Sainz,11,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Circuit of the Americas,15,Williams,Lance Stroll,18,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Circuit of the Americas,4,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit of the Americas,8,Haas F1 Team,Romain Grosjean,8,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit of the Americas,12,Haas F1 Team,Kevin Magnussen,12,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Autódromo Hermanos Rodríguez,2,Red Bull,Max Verstappen,2,-7.571428571428571,-16.5,1,1,1997-09-30
Autódromo Hermanos Rodríguez,4,Ferrari,Sebastian Vettel,4,-3.5,-9.199004975124378,1,1,1987-07-03
Autódromo Hermanos Rodríguez,6,Ferrari,Kimi Räikkönen,6,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autódromo Hermanos Rodríguez,3,Mercedes,Lewis Hamilton,3,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autódromo Hermanos Rodríguez,5,Mercedes,Valtteri Bottas,5,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Autódromo Hermanos Rodríguez,17,Williams,Lance Stroll,19,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Autódromo Hermanos Rodríguez,16,Haas F1 Team,Kevin Magnussen,18,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Autódromo Hermanos Rodríguez,18,Haas F1 Team,Romain Grosjean,16,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Autódromo Hermanos Rodríguez,1,Red Bull,Daniel Ricciardo,1,-4.780346820809249,-16.5,1,1,1989-07-01
Autódromo Hermanos Rodríguez,8,Renault,Carlos Sainz,8,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Autódromo José Carlos Pace,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autódromo José Carlos Pace,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Autódromo José Carlos Pace,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autódromo José Carlos Pace,11,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Autódromo José Carlos Pace,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Autódromo José Carlos Pace,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Autódromo José Carlos Pace,8,Haas F1 Team,Romain Grosjean,9,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Autódromo José Carlos Pace,10,Haas F1 Team,Kevin Magnussen,11,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Autódromo José Carlos Pace,15,Renault,Carlos Sainz,16,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Autódromo José Carlos Pace,19,Williams,Lance Stroll,19,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Yas Marina Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Yas Marina Circuit,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Yas Marina Circuit,6,Red Bull,Max Verstappen,6,-7.571428571428571,-16.5,1,1,1997-09-30
Yas Marina Circuit,5,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Yas Marina Circuit,2,Mercedes,Valtteri Bottas,2,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Yas Marina Circuit,11,Renault,Carlos Sainz,11,-8.615384615384615,-53.50819672131148,1,1,1994-09-01
Yas Marina Circuit,7,Haas F1 Team,Romain Grosjean,7,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Yas Marina Circuit,13,Haas F1 Team,Kevin Magnussen,13,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Yas Marina Circuit,20,Williams,Lance Stroll,20,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Yas Marina Circuit,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Albert Park Grand Prix Circuit,2,Mercedes,Valtteri Bottas,2,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Albert Park Grand Prix Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Albert Park Grand Prix Circuit,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Albert Park Grand Prix Circuit,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Albert Park Grand Prix Circuit,5,Ferrari,Charles Leclerc,5,-14.555555555555555,-9.199004975124378,1,1,1997-10-16
Albert Park Grand Prix Circuit,7,Haas F1 Team,Kevin Magnussen,7,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Albert Park Grand Prix Circuit,9,Alfa Romeo,Kimi Räikkönen,9,-4.590062111801243,-64.95744680851064,1,1,1979-10-17
Albert Park Grand Prix Circuit,16,Racing Point,Lance Stroll,16,-6.6923076923076925,-57.333333333333336,1,1,1998-10-29
Albert Park Grand Prix Circuit,17,Red Bull,Pierre Gasly,17,-5.122448979591836,-16.5,1,1,1996-02-07
Albert Park Grand Prix Circuit,8,McLaren,Lando Norris,8,-7.333333333333334,-39.852130325814535,1,1,1999-11-13
Albert Park Grand Prix Circuit,10,Racing Point,Sergio Pérez,10,-5.666666666666667,-57.333333333333336,1,1,1990-01-26
Albert Park Grand Prix Circuit,14,Alfa Romeo,Antonio Giovinazzi,14,-11.0,-64.95744680851064,1,1,1993-12-14
Albert Park Grand Prix Circuit,19,Williams,George Russell,19,-3.166666666666667,-49.37406483790524,1,1,1998-02-15
Albert Park Grand Prix Circuit,6,Haas F1 Team,Romain Grosjean,6,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Albert Park Grand Prix Circuit,12,Renault,Daniel Ricciardo,12,-4.780346820809249,-53.50819672131148,1,1,1989-07-01
Albert Park Grand Prix Circuit,18,McLaren,Carlos Sainz,18,-8.615384615384615,-39.852130325814535,1,1,1994-09-01
Bahrain International Circuit,3,Mercedes,Lewis Hamilton,3,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Bahrain International Circuit,4,Mercedes,Valtteri Bottas,4,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Bahrain International Circuit,1,Ferrari,Charles Leclerc,1,-14.555555555555555,-9.199004975124378,1,1,1997-10-16
Bahrain International Circuit,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Bahrain International Circuit,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Bahrain International Circuit,9,McLaren,Lando Norris,10,-7.333333333333334,-39.852130325814535,1,1,1999-11-13
Bahrain International Circuit,8,Alfa Romeo,Kimi Räikkönen,9,-4.590062111801243,-64.95744680851064,1,1,1979-10-17
Bahrain International Circuit,13,Red Bull,Pierre Gasly,13,-5.122448979591836,-16.5,1,1,1996-02-07
Bahrain International Circuit,14,Racing Point,Sergio Pérez,14,-5.666666666666667,-57.333333333333336,1,1,1990-01-26
Bahrain International Circuit,16,Alfa Romeo,Antonio Giovinazzi,16,-11.0,-64.95744680851064,1,1,1993-12-14
Bahrain International Circuit,6,Haas F1 Team,Kevin Magnussen,6,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Bahrain International Circuit,18,Racing Point,Lance Stroll,18,-6.6923076923076925,-57.333333333333336,1,1,1998-10-29
Bahrain International Circuit,19,Williams,George Russell,19,-3.166666666666667,-49.37406483790524,1,1,1998-02-15
Bahrain International Circuit,10,Renault,Daniel Ricciardo,11,-4.780346820809249,-53.50819672131148,1,1,1989-07-01
Bahrain International Circuit,7,McLaren,Carlos Sainz,7,-8.615384615384615,-39.852130325814535,1,1,1994-09-01
Bahrain International Circuit,11,Haas F1 Team,Romain Grosjean,8,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Shanghai International Circuit,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Shanghai International Circuit,1,Mercedes,Valtteri Bottas,1,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Shanghai International Circuit,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Shanghai International Circuit,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Shanghai International Circuit,4,Ferrari,Charles Leclerc,4,-14.555555555555555,-9.199004975124378,1,1,1997-10-16
Shanghai International Circuit,6,Red Bull,Pierre Gasly,6,-5.122448979591836,-16.5,1,1,1996-02-07
Shanghai International Circuit,7,Renault,Daniel Ricciardo,7,-4.780346820809249,-53.50819672131148,1,1,1989-07-01
Shanghai International Circuit,12,Racing Point,Sergio Pérez,12,-5.666666666666667,-57.333333333333336,1,1,1990-01-26
Shanghai International Circuit,13,Alfa Romeo,Kimi Räikkönen,13,-4.590062111801243,-64.95744680851064,1,1,1979-10-17
Shanghai International Circuit,10,Haas F1 Team,Romain Grosjean,10,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Shanghai International Circuit,16,Racing Point,Lance Stroll,16,-6.6923076923076925,-57.333333333333336,1,1,1998-10-29
Shanghai International Circuit,9,Haas F1 Team,Kevin Magnussen,9,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Shanghai International Circuit,14,McLaren,Carlos Sainz,14,-8.615384615384615,-39.852130325814535,1,1,1994-09-01
Shanghai International Circuit,17,Williams,George Russell,17,-3.166666666666667,-49.37406483790524,1,1,1998-02-15
Shanghai International Circuit,15,McLaren,Lando Norris,15,-7.333333333333334,-39.852130325814535,1,1,1999-11-13
Baku City Circuit,1,Mercedes,Valtteri Bottas,1,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Baku City Circuit,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Baku City Circuit,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Baku City Circuit,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Baku City Circuit,8,Ferrari,Charles Leclerc,9,-14.555555555555555,-9.199004975124378,1,1,1997-10-16
Baku City Circuit,5,Racing Point,Sergio Pérez,5,-5.666666666666667,-57.333333333333336,1,1,1990-01-26
Baku City Circuit,9,McLaren,Carlos Sainz,10,-8.615384615384615,-39.852130325814535,1,1,1994-09-01
Baku City Circuit,7,McLaren,Lando Norris,7,-7.333333333333334,-39.852130325814535,1,1,1999-11-13
Baku City Circuit,13,Racing Point,Lance Stroll,14,-6.6923076923076925,-57.333333333333336,1,1,1998-10-29
Baku City Circuit,0,Alfa Romeo,Kimi Räikkönen,19,-4.590062111801243,-64.95744680851064,1,1,1979-10-17
Baku City Circuit,17,Alfa Romeo,Antonio Giovinazzi,8,-11.0,-64.95744680851064,1,1,1993-12-14
Baku City Circuit,12,Haas F1 Team,Kevin Magnussen,13,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Baku City Circuit,16,Williams,George Russell,17,-3.166666666666667,-49.37406483790524,1,1,1998-02-15
Baku City Circuit,0,Red Bull,Pierre Gasly,20,-5.122448979591836,-16.5,1,1,1996-02-07
Baku City Circuit,14,Haas F1 Team,Romain Grosjean,15,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Baku City Circuit,10,Renault,Daniel Ricciardo,11,-4.780346820809249,-53.50819672131148,1,1,1989-07-01
Circuit de Barcelona-Catalunya,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Barcelona-Catalunya,1,Mercedes,Valtteri Bottas,1,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit de Barcelona-Catalunya,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit de Barcelona-Catalunya,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Barcelona-Catalunya,5,Ferrari,Charles Leclerc,5,-14.555555555555555,-9.199004975124378,1,1,1997-10-16
Circuit de Barcelona-Catalunya,6,Red Bull,Pierre Gasly,6,-5.122448979591836,-16.5,1,1,1996-02-07
Circuit de Barcelona-Catalunya,8,Haas F1 Team,Kevin Magnussen,8,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit de Barcelona-Catalunya,12,McLaren,Carlos Sainz,13,-8.615384615384615,-39.852130325814535,1,1,1994-09-01
Circuit de Barcelona-Catalunya,7,Haas F1 Team,Romain Grosjean,7,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit de Barcelona-Catalunya,13,Renault,Daniel Ricciardo,10,-4.780346820809249,-53.50819672131148,1,1,1989-07-01
Circuit de Barcelona-Catalunya,14,Alfa Romeo,Kimi Räikkönen,14,-4.590062111801243,-64.95744680851064,1,1,1979-10-17
Circuit de Barcelona-Catalunya,15,Racing Point,Sergio Pérez,15,-5.666666666666667,-57.333333333333336,1,1,1990-01-26
Circuit de Barcelona-Catalunya,18,Alfa Romeo,Antonio Giovinazzi,18,-11.0,-64.95744680851064,1,1,1993-12-14
Circuit de Barcelona-Catalunya,19,Williams,George Russell,19,-3.166666666666667,-49.37406483790524,1,1,1998-02-15
Circuit de Barcelona-Catalunya,16,Racing Point,Lance Stroll,17,-6.6923076923076925,-57.333333333333336,1,1,1998-10-29
Circuit de Barcelona-Catalunya,10,McLaren,Lando Norris,11,-7.333333333333334,-39.852130325814535,1,1,1999-11-13
Circuit de Monaco,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Monaco,4,Ferrari,Sebastian Vettel,4,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Monaco,2,Mercedes,Valtteri Bottas,2,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit de Monaco,3,Red Bull,Max Verstappen,3,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit de Monaco,8,Red Bull,Pierre Gasly,5,-5.122448979591836,-16.5,1,1,1996-02-07
Circuit de Monaco,9,McLaren,Carlos Sainz,9,-8.615384615384615,-39.852130325814535,1,1,1994-09-01
Circuit de Monaco,6,Renault,Daniel Ricciardo,7,-4.780346820809249,-53.50819672131148,1,1,1989-07-01
Circuit de Monaco,13,Haas F1 Team,Romain Grosjean,13,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit de Monaco,12,McLaren,Lando Norris,12,-7.333333333333334,-39.852130325814535,1,1,1999-11-13
Circuit de Monaco,5,Haas F1 Team,Kevin Magnussen,6,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit de Monaco,16,Racing Point,Sergio Pérez,17,-5.666666666666667,-57.333333333333336,1,1,1990-01-26
Circuit de Monaco,19,Williams,George Russell,19,-3.166666666666667,-49.37406483790524,1,1,1998-02-15
Circuit de Monaco,17,Racing Point,Lance Stroll,18,-6.6923076923076925,-57.333333333333336,1,1,1998-10-29
Circuit de Monaco,14,Alfa Romeo,Kimi Räikkönen,14,-4.590062111801243,-64.95744680851064,1,1,1979-10-17
Circuit de Monaco,18,Alfa Romeo,Antonio Giovinazzi,15,-11.0,-64.95744680851064,1,1,1993-12-14
Circuit de Monaco,15,Ferrari,Charles Leclerc,16,-14.555555555555555,-9.199004975124378,1,1,1997-10-16
Circuit Gilles Villeneuve,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit Gilles Villeneuve,1,Ferrari,Sebastian Vettel,1,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit Gilles Villeneuve,3,Ferrari,Charles Leclerc,3,-14.555555555555555,-9.199004975124378,1,1,1997-10-16
Circuit Gilles Villeneuve,6,Mercedes,Valtteri Bottas,6,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit Gilles Villeneuve,9,Red Bull,Max Verstappen,11,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit Gilles Villeneuve,4,Renault,Daniel Ricciardo,4,-4.780346820809249,-53.50819672131148,1,1,1989-07-01
Circuit Gilles Villeneuve,5,Red Bull,Pierre Gasly,5,-5.122448979591836,-16.5,1,1,1996-02-07
Circuit Gilles Villeneuve,17,Racing Point,Lance Stroll,18,-6.6923076923076925,-57.333333333333336,1,1,1998-10-29
Circuit Gilles Villeneuve,11,McLaren,Carlos Sainz,9,-8.615384615384615,-39.852130325814535,1,1,1994-09-01
Circuit Gilles Villeneuve,15,Racing Point,Sergio Pérez,16,-5.666666666666667,-57.333333333333336,1,1,1990-01-26
Circuit Gilles Villeneuve,12,Alfa Romeo,Antonio Giovinazzi,13,-11.0,-64.95744680851064,1,1,1993-12-14
Circuit Gilles Villeneuve,14,Haas F1 Team,Romain Grosjean,15,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit Gilles Villeneuve,16,Alfa Romeo,Kimi Räikkönen,17,-4.590062111801243,-64.95744680851064,1,1,1979-10-17
Circuit Gilles Villeneuve,18,Williams,George Russell,19,-3.166666666666667,-49.37406483790524,1,1,1998-02-15
Circuit Gilles Villeneuve,0,Haas F1 Team,Kevin Magnussen,10,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit Gilles Villeneuve,8,McLaren,Lando Norris,8,-7.333333333333334,-39.852130325814535,1,1,1999-11-13
Circuit Paul Ricard,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit Paul Ricard,2,Mercedes,Valtteri Bottas,2,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit Paul Ricard,3,Ferrari,Charles Leclerc,3,-14.555555555555555,-9.199004975124378,1,1,1997-10-16
Circuit Paul Ricard,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit Paul Ricard,7,Ferrari,Sebastian Vettel,7,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit Paul Ricard,6,McLaren,Carlos Sainz,6,-8.615384615384615,-39.852130325814535,1,1,1994-09-01
Circuit Paul Ricard,12,Alfa Romeo,Kimi Räikkönen,12,-4.590062111801243,-64.95744680851064,1,1,1979-10-17
Circuit Paul Ricard,5,McLaren,Lando Norris,5,-7.333333333333334,-39.852130325814535,1,1,1999-11-13
Circuit Paul Ricard,9,Red Bull,Pierre Gasly,9,-5.122448979591836,-16.5,1,1,1996-02-07
Circuit Paul Ricard,8,Renault,Daniel Ricciardo,8,-4.780346820809249,-53.50819672131148,1,1,1989-07-01
Circuit Paul Ricard,14,Racing Point,Sergio Pérez,14,-5.666666666666667,-57.333333333333336,1,1,1990-01-26
Circuit Paul Ricard,17,Racing Point,Lance Stroll,18,-6.6923076923076925,-57.333333333333336,1,1,1998-10-29
Circuit Paul Ricard,10,Alfa Romeo,Antonio Giovinazzi,10,-11.0,-64.95744680851064,1,1,1993-12-14
Circuit Paul Ricard,15,Haas F1 Team,Kevin Magnussen,15,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit Paul Ricard,20,Williams,George Russell,19,-3.166666666666667,-49.37406483790524,1,1,1998-02-15
Circuit Paul Ricard,16,Haas F1 Team,Romain Grosjean,17,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Red Bull Ring,2,Red Bull,Max Verstappen,3,-7.571428571428571,-16.5,1,1,1997-09-30
Red Bull Ring,1,Ferrari,Charles Leclerc,1,-14.555555555555555,-9.199004975124378,1,1,1997-10-16
Red Bull Ring,3,Mercedes,Valtteri Bottas,4,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Red Bull Ring,9,Ferrari,Sebastian Vettel,10,-3.5,-9.199004975124378,1,1,1987-07-03
Red Bull Ring,4,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Red Bull Ring,5,McLaren,Lando Norris,6,-7.333333333333334,-39.852130325814535,1,1,1999-11-13
Red Bull Ring,8,Red Bull,Pierre Gasly,9,-5.122448979591836,-16.5,1,1,1996-02-07
Red Bull Ring,19,McLaren,Carlos Sainz,15,-8.615384615384615,-39.852130325814535,1,1,1994-09-01
Red Bull Ring,6,Alfa Romeo,Kimi Räikkönen,7,-4.590062111801243,-64.95744680851064,1,1,1979-10-17
Red Bull Ring,7,Alfa Romeo,Antonio Giovinazzi,8,-11.0,-64.95744680851064,1,1,1993-12-14
Red Bull Ring,13,Racing Point,Sergio Pérez,16,-5.666666666666667,-57.333333333333336,1,1,1990-01-26
Red Bull Ring,12,Renault,Daniel Ricciardo,14,-4.780346820809249,-53.50819672131148,1,1,1989-07-01
Red Bull Ring,14,Racing Point,Lance Stroll,17,-6.6923076923076925,-57.333333333333336,1,1,1998-10-29
Red Bull Ring,11,Haas F1 Team,Romain Grosjean,11,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Red Bull Ring,0,Williams,George Russell,19,-3.166666666666667,-49.37406483790524,1,1,1998-02-15
Red Bull Ring,10,Haas F1 Team,Kevin Magnussen,5,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Silverstone Circuit,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Silverstone Circuit,1,Mercedes,Valtteri Bottas,1,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Silverstone Circuit,3,Ferrari,Charles Leclerc,3,-14.555555555555555,-9.199004975124378,1,1,1997-10-16
Silverstone Circuit,5,Red Bull,Pierre Gasly,5,-5.122448979591836,-16.5,1,1,1996-02-07
Silverstone Circuit,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Silverstone Circuit,13,McLaren,Carlos Sainz,13,-8.615384615384615,-39.852130325814535,1,1,1994-09-01
Silverstone Circuit,7,Renault,Daniel Ricciardo,7,-4.780346820809249,-53.50819672131148,1,1,1989-07-01
Silverstone Circuit,12,Alfa Romeo,Kimi Räikkönen,12,-4.590062111801243,-64.95744680851064,1,1,1979-10-17
Silverstone Circuit,8,McLaren,Lando Norris,8,-7.333333333333334,-39.852130325814535,1,1,1999-11-13
Silverstone Circuit,18,Racing Point,Lance Stroll,18,-6.6923076923076925,-57.333333333333336,1,1,1998-10-29
Silverstone Circuit,19,Williams,George Russell,19,-3.166666666666667,-49.37406483790524,1,1,1998-02-15
Silverstone Circuit,6,Ferrari,Sebastian Vettel,6,-3.5,-9.199004975124378,1,1,1987-07-03
Silverstone Circuit,15,Racing Point,Sergio Pérez,15,-5.666666666666667,-57.333333333333336,1,1,1990-01-26
Silverstone Circuit,11,Alfa Romeo,Antonio Giovinazzi,11,-11.0,-64.95744680851064,1,1,1993-12-14
Silverstone Circuit,14,Haas F1 Team,Romain Grosjean,14,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Silverstone Circuit,16,Haas F1 Team,Kevin Magnussen,16,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Hockenheimring,2,Red Bull,Max Verstappen,2,-7.571428571428571,-16.5,1,1,1997-09-30
Hockenheimring,20,Ferrari,Sebastian Vettel,20,-3.5,-9.199004975124378,1,1,1987-07-03
Hockenheimring,15,Racing Point,Lance Stroll,15,-6.6923076923076925,-57.333333333333336,1,1,1998-10-29
Hockenheimring,7,McLaren,Carlos Sainz,7,-8.615384615384615,-39.852130325814535,1,1,1994-09-01
Hockenheimring,6,Haas F1 Team,Romain Grosjean,6,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Hockenheimring,12,Haas F1 Team,Kevin Magnussen,12,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Hockenheimring,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Hockenheimring,17,Williams,George Russell,18,-3.166666666666667,-49.37406483790524,1,1,1998-02-15
Hockenheimring,5,Alfa Romeo,Kimi Räikkönen,5,-4.590062111801243,-64.95744680851064,1,1,1979-10-17
Hockenheimring,11,Alfa Romeo,Antonio Giovinazzi,11,-11.0,-64.95744680851064,1,1,1993-12-14
Hockenheimring,4,Red Bull,Pierre Gasly,4,-5.122448979591836,-16.5,1,1,1996-02-07
Hockenheimring,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Hockenheimring,10,Ferrari,Charles Leclerc,10,-14.555555555555555,-9.199004975124378,1,1,1997-10-16
Hockenheimring,19,McLaren,Lando Norris,16,-7.333333333333334,-39.852130325814535,1,1,1999-11-13
Hockenheimring,13,Renault,Daniel Ricciardo,13,-4.780346820809249,-53.50819672131148,1,1,1989-07-01
Hockenheimring,8,Racing Point,Sergio Pérez,8,-5.666666666666667,-57.333333333333336,1,1,1990-01-26
Hungaroring,3,Mercedes,Lewis Hamilton,3,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Hungaroring,1,Red Bull,Max Verstappen,1,-7.571428571428571,-16.5,1,1,1997-09-30
Hungaroring,5,Ferrari,Sebastian Vettel,5,-3.5,-9.199004975124378,1,1,1987-07-03
Hungaroring,4,Ferrari,Charles Leclerc,4,-14.555555555555555,-9.199004975124378,1,1,1997-10-16
Hungaroring,8,McLaren,Carlos Sainz,8,-8.615384615384615,-39.852130325814535,1,1,1994-09-01
Hungaroring,6,Red Bull,Pierre Gasly,6,-5.122448979591836,-16.5,1,1,1996-02-07
Hungaroring,10,Alfa Romeo,Kimi Räikkönen,10,-4.590062111801243,-64.95744680851064,1,1,1979-10-17
Hungaroring,2,Mercedes,Valtteri Bottas,2,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Hungaroring,7,McLaren,Lando Norris,7,-7.333333333333334,-39.852130325814535,1,1,1999-11-13
Hungaroring,16,Racing Point,Sergio Pérez,17,-5.666666666666667,-57.333333333333336,1,1,1990-01-26
Hungaroring,14,Haas F1 Team,Kevin Magnussen,15,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Hungaroring,20,Renault,Daniel Ricciardo,18,-4.780346820809249,-53.50819672131148,1,1,1989-07-01
Hungaroring,15,Williams,George Russell,16,-3.166666666666667,-49.37406483790524,1,1,1998-02-15
Hungaroring,18,Racing Point,Lance Stroll,19,-6.6923076923076925,-57.333333333333336,1,1,1998-10-29
Hungaroring,17,Alfa Romeo,Antonio Giovinazzi,14,-11.0,-64.95744680851064,1,1,1993-12-14
Hungaroring,9,Haas F1 Team,Romain Grosjean,9,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit de Spa-Francorchamps,1,Ferrari,Charles Leclerc,1,-14.555555555555555,-9.199004975124378,1,1,1997-10-16
Circuit de Spa-Francorchamps,3,Mercedes,Lewis Hamilton,3,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Spa-Francorchamps,4,Mercedes,Valtteri Bottas,4,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit de Spa-Francorchamps,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Spa-Francorchamps,17,Red Bull,Alexander Albon,14,-3.3478260869565215,-16.5,1,1,1996-03-23
Circuit de Spa-Francorchamps,7,Racing Point,Sergio Pérez,9,-5.666666666666667,-57.333333333333336,1,1,1990-01-26
Circuit de Spa-Francorchamps,16,Racing Point,Lance Stroll,13,-6.6923076923076925,-57.333333333333336,1,1,1998-10-29
Circuit de Spa-Francorchamps,11,McLaren,Lando Norris,12,-7.333333333333334,-39.852130325814535,1,1,1999-11-13
